"GENERA","N_NT_MISMATCH_SPACER","COUNT","TOTAL","PROP","COUNT_PHAST","COUNT_SPACER","COUNT_HIT","N_MM0","N_MM7","N_PHAST","N_SPACER","N_HIT","N_PROPHAGE_MISMATCH","ANY_MATCH","TOTAL_SHUFFLED","N_GENOME","N_GENOME_PHAST","PROP_GENOME_PHAST","SD_GENOME_PHAST"
"Lactobacillus",5,411,3698,0.111141157382369,563,9107,4523,844,2854,563,9107,4523,297,308,33,2310,183,0.0792207792207792,0.00561941776345085
"Lactobacillus",3,540,3698,0.146024878312601,563,9107,4523,844,2854,563,9107,4523,297,308,0,2310,183,0.0792207792207792,0.00561941776345085
"Lactobacillus",1,655,3698,0.177122769064359,563,9107,4523,844,2854,563,9107,4523,297,308,0,2310,183,0.0792207792207792,0.00561941776345085
"Lactobacillus",4,583,3698,0.157652785289346,563,9107,4523,844,2854,563,9107,4523,297,308,1,2310,183,0.0792207792207792,0.00561941776345085
"Laribacter",3,0,1,0,13,13,1,0,1,13,13,1,1,1,0,3,1,0.333333333333333,0.272165526975909
"Laribacter",5,0,1,0,13,13,1,0,1,13,13,1,1,1,0,3,1,0.333333333333333,0.272165526975909
"Laribacter",0,0,1,0,13,13,1,0,1,13,13,1,1,1,1,3,1,0.333333333333333,0.272165526975909
"Laribacter",1,0,1,0,13,13,1,0,1,13,13,1,1,1,0,3,1,0.333333333333333,0.272165526975909
"Laribacter",4,1,1,1,13,13,1,0,1,13,13,1,1,1,1,3,1,0.333333333333333,0.272165526975909
"Laribacter",2,0,1,0,13,13,1,0,1,13,13,1,1,1,0,3,1,0.333333333333333,0.272165526975909
"Leuconostoc",0,6,22,0.272727272727273,82,81,23,6,16,82,81,23,12,15,12,147,25,0.170068027210884,0.0309865994002413
"Leuconostoc",1,1,22,0.0454545454545455,82,81,23,6,16,82,81,23,12,15,0,147,25,0.170068027210884,0.0309865994002413
"Leuconostoc",4,7,22,0.318181818181818,82,81,23,6,16,82,81,23,12,15,0,147,25,0.170068027210884,0.0309865994002413
"Leuconostoc",5,1,22,0.0454545454545455,82,81,23,6,16,82,81,23,12,15,0,147,25,0.170068027210884,0.0309865994002413
"Leuconostoc",2,0,22,0,82,81,23,6,16,82,81,23,12,15,0,147,25,0.170068027210884,0.0309865994002413
"Leuconostoc",3,7,22,0.318181818181818,82,81,23,6,16,82,81,23,12,15,0,147,25,0.170068027210884,0.0309865994002413
"Listeria",5,724,8224,0.0880350194552529,244,2546,9703,2470,5754,244,2546,9703,115,115,0,21352,108,0.00505807418508805,0.000485480938643877
"Listeria",0,2470,8224,0.30034046692607,244,2546,9703,2470,5754,244,2546,9703,115,115,8,21352,108,0.00505807418508805,0.000485480938643877
"Listeria",1,1631,8224,0.198321984435798,244,2546,9703,2470,5754,244,2546,9703,115,115,0,21352,108,0.00505807418508805,0.000485480938643877
"Listeria",2,1411,8224,0.171571011673152,244,2546,9703,2470,5754,244,2546,9703,115,115,0,21352,108,0.00505807418508805,0.000485480938643877
"Listeria",3,1194,8224,0.145184824902724,244,2546,9703,2470,5754,244,2546,9703,115,115,0,21352,108,0.00505807418508805,0.000485480938643877
"Listeria",4,794,8224,0.0965466926070039,244,2546,9703,2470,5754,244,2546,9703,115,115,0,21352,108,0.00505807418508805,0.000485480938643877
"Mannheimia",1,47,335,0.140298507462687,109,218,426,112,223,109,218,426,66,66,0,135,15,0.111111111111111,0.0270480275311193
"Mannheimia",2,39,335,0.116417910447761,109,218,426,112,223,109,218,426,66,66,1,135,15,0.111111111111111,0.0270480275311193
"Mannheimia",3,44,335,0.13134328358209,109,218,426,112,223,109,218,426,66,66,3,135,15,0.111111111111111,0.0270480275311193
"Mannheimia",5,38,335,0.113432835820896,109,218,426,112,223,109,218,426,66,66,0,135,15,0.111111111111111,0.0270480275311193
"Mannheimia",0,112,335,0.334328358208955,109,218,426,112,223,109,218,426,66,66,0,135,15,0.111111111111111,0.0270480275311193
"Mannheimia",4,55,335,0.164179104477612,109,218,426,112,223,109,218,426,66,66,7,135,15,0.111111111111111,0.0270480275311193
"Marinobacter",0,1,1,1,24,639,5,1,0,24,639,5,0,1,0,129,9,0.0697674418604651,0.0224298987056006
"Marinobacter",1,0,1,0,24,639,5,1,0,24,639,5,0,1,0,129,9,0.0697674418604651,0.0224298987056006
"Marinobacter",2,0,1,0,24,639,5,1,0,24,639,5,0,1,1,129,9,0.0697674418604651,0.0224298987056006
"Marinobacter",3,0,1,0,24,639,5,1,0,24,639,5,0,1,0,129,9,0.0697674418604651,0.0224298987056006
"Marinobacter",4,0,1,0,24,639,5,1,0,24,639,5,0,1,0,129,9,0.0697674418604651,0.0224298987056006
"Marinobacter",5,0,1,0,24,639,5,1,0,24,639,5,0,1,0,129,9,0.0697674418604651,0.0224298987056006
"Meiothermus",0,5,7,0.714285714285714,15,556,16,5,2,15,556,16,5,7,0,22,3,0.136363636363636,0.0731650049984536
"Meiothermus",2,0,7,0,15,556,16,5,2,15,556,16,5,7,0,22,3,0.136363636363636,0.0731650049984536
"Meiothermus",3,0,7,0,15,556,16,5,2,15,556,16,5,7,0,22,3,0.136363636363636,0.0731650049984536
"Meiothermus",1,0,7,0,15,556,16,5,2,15,556,16,5,7,0,22,3,0.136363636363636,0.0731650049984536
"Meiothermus",5,0,7,0,15,556,16,5,2,15,556,16,5,7,0,22,3,0.136363636363636,0.0731650049984536
"Meiothermus",4,2,7,0.285714285714286,15,556,16,5,2,15,556,16,5,7,1,22,3,0.136363636363636,0.0731650049984536
"Methylobacterium",3,1,10,0.1,40,315,20,1,9,40,315,20,15,16,1,120,10,0.0833333333333333,0.0252304196174791
"Methylobacterium",4,3,10,0.3,40,315,20,1,9,40,315,20,15,16,21,120,10,0.0833333333333333,0.0252304196174791
"Methylobacterium",1,0,10,0,40,315,20,1,9,40,315,20,15,16,0,120,10,0.0833333333333333,0.0252304196174791
"Methylobacterium",2,0,10,0,40,315,20,1,9,40,315,20,15,16,55,120,10,0.0833333333333333,0.0252304196174791
"Methylobacterium",5,5,10,0.5,40,315,20,1,9,40,315,20,15,16,0,120,10,0.0833333333333333,0.0252304196174791
"Methylobacterium",0,1,10,0.1,40,315,20,1,9,40,315,20,15,16,0,120,10,0.0833333333333333,0.0252304196174791
"Moraxella",2,114,839,0.135876042908224,38,2882,933,260,579,38,2882,933,28,28,0,179,12,0.0670391061452514,0.0186925827599456
"Moraxella",0,260,839,0.309892729439809,38,2882,933,260,579,38,2882,933,28,28,1,179,12,0.0670391061452514,0.0186925827599456
"Moraxella",3,120,839,0.143027413587604,38,2882,933,260,579,38,2882,933,28,28,10,179,12,0.0670391061452514,0.0186925827599456
"Moraxella",1,172,839,0.205005959475566,38,2882,933,260,579,38,2882,933,28,28,0,179,12,0.0670391061452514,0.0186925827599456
"Moraxella",4,84,839,0.100119189511323,38,2882,933,260,579,38,2882,933,28,28,0,179,12,0.0670391061452514,0.0186925827599456
"Moraxella",5,89,839,0.106078665077473,38,2882,933,260,579,38,2882,933,28,28,0,179,12,0.0670391061452514,0.0186925827599456
"Mycobacterium",4,57,523,0.108986615678776,389,4058,6476,323,200,389,4058,6476,234,234,1,7220,313,0.0433518005540166,0.00239668578711364
"Mycobacterium",5,65,523,0.124282982791587,389,4058,6476,323,200,389,4058,6476,234,234,1,7220,313,0.0433518005540166,0.00239668578711364
"Mycobacterium",1,25,523,0.0478011472275335,389,4058,6476,323,200,389,4058,6476,234,234,2,7220,313,0.0433518005540166,0.00239668578711364
"Mycobacterium",2,22,523,0.0420650095602294,389,4058,6476,323,200,389,4058,6476,234,234,0,7220,313,0.0433518005540166,0.00239668578711364
"Mycobacterium",0,323,523,0.617590822179732,389,4058,6476,323,200,389,4058,6476,234,234,71,7220,313,0.0433518005540166,0.00239668578711364
"Mycobacterium",3,31,523,0.0592734225621415,389,4058,6476,323,200,389,4058,6476,234,234,0,7220,313,0.0433518005540166,0.00239668578711364
"Mycoplasma",3,0,7,0,24,774,8,0,7,24,774,8,4,4,0,488,18,0.0368852459016393,0.00853209040464185
"Mycoplasma",1,4,7,0.571428571428571,24,774,8,0,7,24,774,8,4,4,8,488,18,0.0368852459016393,0.00853209040464185
"Mycoplasma",2,2,7,0.285714285714286,24,774,8,0,7,24,774,8,4,4,0,488,18,0.0368852459016393,0.00853209040464185
"Mycoplasma",0,0,7,0,24,774,8,0,7,24,774,8,4,4,0,488,18,0.0368852459016393,0.00853209040464185
"Mycoplasma",4,0,7,0,24,774,8,0,7,24,774,8,4,4,0,488,18,0.0368852459016393,0.00853209040464185
"Mycoplasma",5,1,7,0.142857142857143,24,774,8,0,7,24,774,8,4,4,0,488,18,0.0368852459016393,0.00853209040464185
"Neisseria",0,575,3706,0.155153804641122,272,3653,5005,575,3131,272,3653,5005,193,195,0,2278,83,0.0364354697102722,0.00392577792726242
"Neisseria",4,760,3706,0.205072854830005,272,3653,5005,575,3131,272,3653,5005,193,195,82,2278,83,0.0364354697102722,0.00392577792726242
"Neisseria",5,463,3706,0.124932541824069,272,3653,5005,575,3131,272,3653,5005,193,195,5,2278,83,0.0364354697102722,0.00392577792726242
"Neisseria",1,641,3706,0.172962763086886,272,3653,5005,575,3131,272,3653,5005,193,195,0,2278,83,0.0364354697102722,0.00392577792726242
"Neisseria",2,637,3706,0.171883432271991,272,3653,5005,575,3131,272,3653,5005,193,195,0,2278,83,0.0364354697102722,0.00392577792726242
"Neisseria",3,630,3706,0.169994603345926,272,3653,5005,575,3131,272,3653,5005,193,195,0,2278,83,0.0364354697102722,0.00392577792726242
"Nitrobacter",4,0,1,0,34,52,1,0,1,34,52,1,1,1,0,7,3,0.428571428571429,0.187043905916565
"Nitrobacter",1,0,1,0,34,52,1,0,1,34,52,1,1,1,0,7,3,0.428571428571429,0.187043905916565
"Nitrobacter",2,1,1,1,34,52,1,0,1,34,52,1,1,1,0,7,3,0.428571428571429,0.187043905916565
"Nitrobacter",3,0,1,0,34,52,1,0,1,34,52,1,1,1,0,7,3,0.428571428571429,0.187043905916565
"Nitrobacter",5,0,1,0,34,52,1,0,1,34,52,1,1,1,0,7,3,0.428571428571429,0.187043905916565
"Nitrobacter",0,0,1,0,34,52,1,0,1,34,52,1,1,1,2,7,3,0.428571428571429,0.187043905916565
"Oenococcus",0,0,1,0,34,55,1,0,1,34,55,1,1,1,1,248,2,0.00806451612903226,0.00567943364844454
"Oenococcus",1,1,1,1,34,55,1,0,1,34,55,1,1,1,0,248,2,0.00806451612903226,0.00567943364844454
"Oenococcus",5,0,1,0,34,55,1,0,1,34,55,1,1,1,0,248,2,0.00806451612903226,0.00567943364844454
"Oenococcus",4,0,1,0,34,55,1,0,1,34,55,1,1,1,0,248,2,0.00806451612903226,0.00567943364844454
"Oenococcus",2,0,1,0,34,55,1,0,1,34,55,1,1,1,1,248,2,0.00806451612903226,0.00567943364844454
"Oenococcus",3,0,1,0,34,55,1,0,1,34,55,1,1,1,0,248,2,0.00806451612903226,0.00567943364844454
"Oscillibacter",2,0,1,0,16,32,1,1,0,16,32,1,0,1,0,12,2,0.166666666666667,0.107582870727984
"Oscillibacter",3,0,1,0,16,32,1,1,0,16,32,1,0,1,0,12,2,0.166666666666667,0.107582870727984
"Oscillibacter",1,0,1,0,16,32,1,1,0,16,32,1,0,1,0,12,2,0.166666666666667,0.107582870727984
"Oscillibacter",4,0,1,0,16,32,1,1,0,16,32,1,0,1,26,12,2,0.166666666666667,0.107582870727984
"Oscillibacter",5,0,1,0,16,32,1,1,0,16,32,1,0,1,0,12,2,0.166666666666667,0.107582870727984
"Oscillibacter",0,1,1,1,16,32,1,1,0,16,32,1,0,1,0,12,2,0.166666666666667,0.107582870727984
"Oxalobacter",1,0,2,0,15,87,2,0,2,15,87,2,1,1,0,4,3,0.75,0.21650635094611
"Oxalobacter",3,1,2,0.5,15,87,2,0,2,15,87,2,1,1,0,4,3,0.75,0.21650635094611
"Oxalobacter",2,0,2,0,15,87,2,0,2,15,87,2,1,1,0,4,3,0.75,0.21650635094611
"Oxalobacter",0,0,2,0,15,87,2,0,2,15,87,2,1,1,0,4,3,0.75,0.21650635094611
"Oxalobacter",4,1,2,0.5,15,87,2,0,2,15,87,2,1,1,34,4,3,0.75,0.21650635094611
"Oxalobacter",5,0,2,0,15,87,2,0,2,15,87,2,1,1,0,4,3,0.75,0.21650635094611
"Paenibacillus",3,24,157,0.152866242038217,120,6833,266,31,126,120,6833,266,52,54,0,483,28,0.0579710144927536,0.0106332008634928
"Paenibacillus",1,17,157,0.10828025477707,120,6833,266,31,126,120,6833,266,52,54,0,483,28,0.0579710144927536,0.0106332008634928
"Paenibacillus",4,31,157,0.197452229299363,120,6833,266,31,126,120,6833,266,52,54,0,483,28,0.0579710144927536,0.0106332008634928
"Paenibacillus",0,31,157,0.197452229299363,120,6833,266,31,126,120,6833,266,52,54,0,483,28,0.0579710144927536,0.0106332008634928
"Paenibacillus",2,23,157,0.146496815286624,120,6833,266,31,126,120,6833,266,52,54,48,483,28,0.0579710144927536,0.0106332008634928
"Paenibacillus",5,31,157,0.197452229299363,120,6833,266,31,126,120,6833,266,52,54,0,483,28,0.0579710144927536,0.0106332008634928
"Pantoea",0,0,4,0,53,131,5,0,4,53,131,5,4,4,21,244,17,0.069672131147541,0.0162986881309686
"Pantoea",1,0,4,0,53,131,5,0,4,53,131,5,4,4,33,244,17,0.069672131147541,0.0162986881309686
"Pantoea",2,0,4,0,53,131,5,0,4,53,131,5,4,4,0,244,17,0.069672131147541,0.0162986881309686
"Pantoea",5,1,4,0.25,53,131,5,0,4,53,131,5,4,4,0,244,17,0.069672131147541,0.0162986881309686
"Pantoea",3,2,4,0.5,53,131,5,0,4,53,131,5,4,4,1,244,17,0.069672131147541,0.0162986881309686
"Pantoea",4,1,4,0.25,53,131,5,0,4,53,131,5,4,4,0,244,17,0.069672131147541,0.0162986881309686
"Paracoccus",3,1,8,0.125,31,288,9,1,7,31,288,9,7,8,0,102,6,0.0588235294117647,0.02329758924651
"Paracoccus",5,6,8,0.75,31,288,9,1,7,31,288,9,7,8,1,102,6,0.0588235294117647,0.02329758924651
"Paracoccus",0,1,8,0.125,31,288,9,1,7,31,288,9,7,8,0,102,6,0.0588235294117647,0.02329758924651
"Paracoccus",1,0,8,0,31,288,9,1,7,31,288,9,7,8,1,102,6,0.0588235294117647,0.02329758924651
"Paracoccus",2,0,8,0,31,288,9,1,7,31,288,9,7,8,0,102,6,0.0588235294117647,0.02329758924651
"Paracoccus",4,0,8,0,31,288,9,1,7,31,288,9,7,8,12,102,6,0.0588235294117647,0.02329758924651
"Pasteurella",0,185,545,0.339449541284404,20,1797,587,185,360,20,1797,587,14,14,0,212,6,0.0283018867924528,0.0113895205881762
"Pasteurella",1,106,545,0.194495412844037,20,1797,587,185,360,20,1797,587,14,14,0,212,6,0.0283018867924528,0.0113895205881762
"Pasteurella",2,79,545,0.144954128440367,20,1797,587,185,360,20,1797,587,14,14,0,212,6,0.0283018867924528,0.0113895205881762
"Pasteurella",3,61,545,0.111926605504587,20,1797,587,185,360,20,1797,587,14,14,0,212,6,0.0283018867924528,0.0113895205881762
"Pasteurella",5,57,545,0.104587155963303,20,1797,587,185,360,20,1797,587,14,14,0,212,6,0.0283018867924528,0.0113895205881762
"Pasteurella",4,57,545,0.104587155963303,20,1797,587,185,360,20,1797,587,14,14,0,212,6,0.0283018867924528,0.0113895205881762
"Pectobacterium",0,54,339,0.15929203539823,38,2355,381,54,285,38,2355,381,14,14,8,149,10,0.0671140939597315,0.0204987791994816
"Pectobacterium",4,48,339,0.141592920353982,38,2355,381,54,285,38,2355,381,14,14,0,149,10,0.0671140939597315,0.0204987791994816
"Pectobacterium",5,38,339,0.112094395280236,38,2355,381,54,285,38,2355,381,14,14,0,149,10,0.0671140939597315,0.0204987791994816
"Pectobacterium",1,68,339,0.200589970501475,38,2355,381,54,285,38,2355,381,14,14,0,149,10,0.0671140939597315,0.0204987791994816
"Pectobacterium",2,72,339,0.212389380530973,38,2355,381,54,285,38,2355,381,14,14,0,149,10,0.0671140939597315,0.0204987791994816
"Pectobacterium",3,59,339,0.174041297935103,38,2355,381,54,285,38,2355,381,14,14,0,149,10,0.0671140939597315,0.0204987791994816
"Pediococcus",1,10,44,0.227272727272727,16,290,48,2,42,16,290,48,7,7,1,85,6,0.0705882352941176,0.0277818256995849
"Pediococcus",5,1,44,0.0227272727272727,16,290,48,2,42,16,290,48,7,7,3,85,6,0.0705882352941176,0.0277818256995849
"Pediococcus",2,14,44,0.318181818181818,16,290,48,2,42,16,290,48,7,7,0,85,6,0.0705882352941176,0.0277818256995849
"Pediococcus",3,9,44,0.204545454545455,16,290,48,2,42,16,290,48,7,7,0,85,6,0.0705882352941176,0.0277818256995849
"Pediococcus",0,2,44,0.0454545454545455,16,290,48,2,42,16,290,48,7,7,7,85,6,0.0705882352941176,0.0277818256995849
"Pediococcus",4,8,44,0.181818181818182,16,290,48,2,42,16,290,48,7,7,0,85,6,0.0705882352941176,0.0277818256995849
"Peptoniphilus",5,0,1,0,21,547,18,0,1,21,547,18,7,7,0,41,5,0.121951219512195,0.0511046557880179
"Peptoniphilus",1,0,1,0,21,547,18,0,1,21,547,18,7,7,1,41,5,0.121951219512195,0.0511046557880179
"Peptoniphilus",0,0,1,0,21,547,18,0,1,21,547,18,7,7,0,41,5,0.121951219512195,0.0511046557880179
"Peptoniphilus",4,1,1,1,21,547,18,0,1,21,547,18,7,7,0,41,5,0.121951219512195,0.0511046557880179
"Peptoniphilus",2,0,1,0,21,547,18,0,1,21,547,18,7,7,0,41,5,0.121951219512195,0.0511046557880179
"Peptoniphilus",3,0,1,0,21,547,18,0,1,21,547,18,7,7,0,41,5,0.121951219512195,0.0511046557880179
"Photorhabdus",2,27,149,0.181208053691275,37,487,197,21,128,37,487,197,17,17,0,46,5,0.108695652173913,0.0458923379444621
"Photorhabdus",1,13,149,0.087248322147651,37,487,197,21,128,37,487,197,17,17,0,46,5,0.108695652173913,0.0458923379444621
"Photorhabdus",0,21,149,0.140939597315436,37,487,197,21,128,37,487,197,17,17,0,46,5,0.108695652173913,0.0458923379444621
"Photorhabdus",3,13,149,0.087248322147651,37,487,197,21,128,37,487,197,17,17,0,46,5,0.108695652173913,0.0458923379444621
"Photorhabdus",4,29,149,0.194630872483221,37,487,197,21,128,37,487,197,17,17,1,46,5,0.108695652173913,0.0458923379444621
"Photorhabdus",5,46,149,0.308724832214765,37,487,197,21,128,37,487,197,17,17,1,46,5,0.108695652173913,0.0458923379444621
"Prevotella",0,0,2,0,16,2608,5,0,2,16,2608,5,4,4,21,434,10,0.0230414746543779,0.00720192068277871
"Prevotella",3,0,2,0,16,2608,5,0,2,16,2608,5,4,4,0,434,10,0.0230414746543779,0.00720192068277871
"Prevotella",1,0,2,0,16,2608,5,0,2,16,2608,5,4,4,55,434,10,0.0230414746543779,0.00720192068277871
"Prevotella",2,0,2,0,16,2608,5,0,2,16,2608,5,4,4,0,434,10,0.0230414746543779,0.00720192068277871
"Prevotella",4,2,2,1,16,2608,5,0,2,16,2608,5,4,4,0,434,10,0.0230414746543779,0.00720192068277871
"Prevotella",5,0,2,0,16,2608,5,0,2,16,2608,5,4,4,0,434,10,0.0230414746543779,0.00720192068277871
"Propionibacterium",1,11,51,0.215686274509804,15,740,62,5,46,15,740,62,7,7,1,75,8,0.106666666666667,0.0356443336102461
"Propionibacterium",3,17,51,0.333333333333333,15,740,62,5,46,15,740,62,7,7,10,75,8,0.106666666666667,0.0356443336102461
"Propionibacterium",0,5,51,0.0980392156862745,15,740,62,5,46,15,740,62,7,7,0,75,8,0.106666666666667,0.0356443336102461
"Propionibacterium",2,10,51,0.196078431372549,15,740,62,5,46,15,740,62,7,7,0,75,8,0.106666666666667,0.0356443336102461
"Propionibacterium",4,5,51,0.0980392156862745,15,740,62,5,46,15,740,62,7,7,0,75,8,0.106666666666667,0.0356443336102461
"Propionibacterium",5,3,51,0.0588235294117647,15,740,62,5,46,15,740,62,7,7,1,75,8,0.106666666666667,0.0356443336102461
"Proteus",0,9,29,0.310344827586207,30,113,29,9,20,30,113,29,10,10,1,180,7,0.0388888888888889,0.014409977872193
"Proteus",1,5,29,0.172413793103448,30,113,29,9,20,30,113,29,10,10,2,180,7,0.0388888888888889,0.014409977872193
"Proteus",3,4,29,0.137931034482759,30,113,29,9,20,30,113,29,10,10,0,180,7,0.0388888888888889,0.014409977872193
"Proteus",4,6,29,0.206896551724138,30,113,29,9,20,30,113,29,10,10,71,180,7,0.0388888888888889,0.014409977872193
"Proteus",2,5,29,0.172413793103448,30,113,29,9,20,30,113,29,10,10,0,180,7,0.0388888888888889,0.014409977872193
"Proteus",5,0,29,0,30,113,29,9,20,30,113,29,10,10,0,180,7,0.0388888888888889,0.014409977872193
"Providencia",2,31,179,0.173184357541899,50,595,221,41,138,50,595,221,29,29,8,74,6,0.0810810810810811,0.031730908150436
"Providencia",4,22,179,0.122905027932961,50,595,221,41,138,50,595,221,29,29,0,74,6,0.0810810810810811,0.031730908150436
"Providencia",5,36,179,0.201117318435754,50,595,221,41,138,50,595,221,29,29,0,74,6,0.0810810810810811,0.031730908150436
"Providencia",0,41,179,0.229050279329609,50,595,221,41,138,50,595,221,29,29,0,74,6,0.0810810810810811,0.031730908150436
"Providencia",3,21,179,0.11731843575419,50,595,221,41,138,50,595,221,29,29,0,74,6,0.0810810810810811,0.031730908150436
"Providencia",1,28,179,0.156424581005587,50,595,221,41,138,50,595,221,29,29,0,74,6,0.0810810810810811,0.031730908150436
"Pseudoalteromonas",3,1,8,0.125,16,1086,16,1,7,16,1086,16,8,8,82,286,7,0.0244755244755245,0.00913696732773821
"Pseudoalteromonas",0,1,8,0.125,16,1086,16,1,7,16,1086,16,8,8,5,286,7,0.0244755244755245,0.00913696732773821
"Pseudoalteromonas",1,1,8,0.125,16,1086,16,1,7,16,1086,16,8,8,0,286,7,0.0244755244755245,0.00913696732773821
"Pseudoalteromonas",4,3,8,0.375,16,1086,16,1,7,16,1086,16,8,8,0,286,7,0.0244755244755245,0.00913696732773821
"Pseudoalteromonas",2,1,8,0.125,16,1086,16,1,7,16,1086,16,8,8,0,286,7,0.0244755244755245,0.00913696732773821
"Pseudoalteromonas",5,1,8,0.125,16,1086,16,1,7,16,1086,16,8,8,0,286,7,0.0244755244755245,0.00913696732773821
"Pseudomonas",5,1083,14202,0.0762568652302493,882,6280,15376,4678,9524,882,6280,15376,446,447,0,6967,258,0.0370317209702885,0.00226240333921232
"Pseudomonas",4,1583,14202,0.111463174200817,882,6280,15376,4678,9524,882,6280,15376,446,447,0,6967,258,0.0370317209702885,0.00226240333921232
"Pseudomonas",2,2108,14202,0.148429798619913,882,6280,15376,4678,9524,882,6280,15376,446,447,0,6967,258,0.0370317209702885,0.00226240333921232
"Pseudomonas",3,1729,14202,0.121743416420223,882,6280,15376,4678,9524,882,6280,15376,446,447,0,6967,258,0.0370317209702885,0.00226240333921232
"Pseudomonas",0,4678,14202,0.32939022672863,882,6280,15376,4678,9524,882,6280,15376,446,447,2,6967,258,0.0370317209702885,0.00226240333921232
"Pseudomonas",1,3021,14202,0.212716518800169,882,6280,15376,4678,9524,882,6280,15376,446,447,1,6967,258,0.0370317209702885,0.00226240333921232
"Rahnella",4,3,11,0.272727272727273,31,138,11,1,10,31,138,11,2,3,0,33,10,0.303030303030303,0.0800005565275464
"Rahnella",1,3,11,0.272727272727273,31,138,11,1,10,31,138,11,2,3,0,33,10,0.303030303030303,0.0800005565275464
"Rahnella",2,1,11,0.0909090909090909,31,138,11,1,10,31,138,11,2,3,0,33,10,0.303030303030303,0.0800005565275464
"Rahnella",3,3,11,0.272727272727273,31,138,11,1,10,31,138,11,2,3,1,33,10,0.303030303030303,0.0800005565275464
"Rahnella",0,1,11,0.0909090909090909,31,138,11,1,10,31,138,11,2,3,0,33,10,0.303030303030303,0.0800005565275464
"Rahnella",5,0,11,0,31,138,11,1,10,31,138,11,2,3,0,33,10,0.303030303030303,0.0800005565275464
"Ralstonia",1,15,123,0.121951219512195,96,704,195,11,112,96,704,195,44,47,0,168,55,0.327380952380952,0.0362040073090355
"Ralstonia",0,11,123,0.0894308943089431,96,704,195,11,112,96,704,195,44,47,0,168,55,0.327380952380952,0.0362040073090355
"Ralstonia",5,18,123,0.146341463414634,96,704,195,11,112,96,704,195,44,47,26,168,55,0.327380952380952,0.0362040073090355
"Ralstonia",2,26,123,0.211382113821138,96,704,195,11,112,96,704,195,44,47,0,168,55,0.327380952380952,0.0362040073090355
"Ralstonia",3,28,123,0.227642276422764,96,704,195,11,112,96,704,195,44,47,0,168,55,0.327380952380952,0.0362040073090355
"Ralstonia",4,25,123,0.203252032520325,96,704,195,11,112,96,704,195,44,47,0,168,55,0.327380952380952,0.0362040073090355
"Rhodobacter",5,3,14,0.214285714285714,85,443,52,3,11,85,443,52,30,31,0,68,15,0.220588235294118,0.0502828858945222
"Rhodobacter",0,3,14,0.214285714285714,85,443,52,3,11,85,443,52,30,31,0,68,15,0.220588235294118,0.0502828858945222
"Rhodobacter",2,2,14,0.142857142857143,85,443,52,3,11,85,443,52,30,31,0,68,15,0.220588235294118,0.0502828858945222
"Rhodobacter",3,1,14,0.0714285714285714,85,443,52,3,11,85,443,52,30,31,34,68,15,0.220588235294118,0.0502828858945222
"Rhodobacter",4,5,14,0.357142857142857,85,443,52,3,11,85,443,52,30,31,0,68,15,0.220588235294118,0.0502828858945222
"Rhodobacter",1,0,14,0,85,443,52,3,11,85,443,52,30,31,0,68,15,0.220588235294118,0.0502828858945222
"Rhodopseudomonas",5,0,12,0,17,287,15,0,12,17,287,15,4,4,0,27,6,0.222222222222222,0.0800091444247884
"Rhodopseudomonas",3,3,12,0.25,17,287,15,0,12,17,287,15,4,4,0,27,6,0.222222222222222,0.0800091444247884
"Rhodopseudomonas",4,6,12,0.5,17,287,15,0,12,17,287,15,4,4,0,27,6,0.222222222222222,0.0800091444247884
"Rhodopseudomonas",0,0,12,0,17,287,15,0,12,17,287,15,4,4,48,27,6,0.222222222222222,0.0800091444247884
